Season,Garden,Condition,Ear weight,Cob weight,Kernel weight,Rows,Clump,Variety
2015,KUG,Full,88.8,16.1,72.7,14,13,Hopi Blue
2015,KUG,Full,69.4,13.6,55.8,10,13,Hopi Blue
2015,KUG,Full,72.2,10.7,61.5,12,13,Hopi Blue
2015,KUG,Full,19.6,2.4,17.2,8,13,Hopi Blue
2015,KUG,Immature,2.5,2.5,0,NA,13,Hopi Blue
2015,KUG,Sparse,12.6,5.7,6.9,10,13,Hopi Blue
2015,KUG,Full,146.3,30,116.3,16,14,Hopi Blue
2015,KUG,Full,114,20.6,93.4,14,14,Hopi Blue
2015,KUG,Full,139.2,25,114.2,12,14,Hopi Blue
2015,KUG,Full,104.6,30.5,74.1,12,14,Hopi Blue
2015,KUG,Full,55,8.6,46.4,14,14,Hopi Blue
2015,KUG,Full,49.3,9.1,40.2,14,14,Hopi Blue
2015,KUG,Sparse,4.4,2.3,2.1,8,14,Hopi Blue
2015,KUG,Full,119.4,27.1,92.3,12,15,Hopi Blue
2015,KUG,Immature,0.7,0.7,0,NA,15,Hopi Blue
2015,KUG,Immature,0.5,0.5,0,NA,15,Hopi Blue
2015,KUG,Full,127.6,30.5,97.1,12,16,Hopi Blue
2015,KUG,Full,108,14.7,93.3,16,16,Hopi Blue
2015,KUG,Full,101,29.4,71.6,12,16,Hopi Blue
2015,KUG,Partial,106.2,40.4,65.8,12,16,Hopi Blue
2015,KUG,Sparse,20.9,7.5,13.4,10,16,Hopi Blue
2015,KUG,Full,37.6,6.7,30.9,12,17,Hopi Blue
2015,KUG,Full,47.9,9.7,38.2,10,17,Hopi Blue
2015,KUG,Partial,21.6,3.5,18.1,10,17,Hopi Blue
2015,KUG,Partial,33.4,10.9,22.5,8,17,Hopi Blue
2015,KUG,Partial,12.3,1.8,10.5,10,17,Hopi Blue
2015,KUG,Full,11.4,0.9,10.5,12,18,Hopi Blue
2015,KUG,Full,16,4.5,11.5,10,18,Hopi Blue
2015,KUG,Immature,0.5,0.5,0,NA,21,Hopi Blue
2015,KUG,Partial,3.1,0.5,2.6,8,21,Hopi Blue
2015,KUG,Full,32,2.7,29.3,12,22,Hopi Blue
2015,KUG,Immature,0.9,0.9,0,NA,22,Hopi Blue
2015,KUG,Partial,9.5,1,8.5,8,22,Hopi Blue
2015,KUG,Sparse,3.8,2.7,1.1,10,22,Hopi Blue
2015,KUG,Full,43.8,10,33.8,14,23,Hopi Blue
2015,KUG,Full,88.9,19.2,69.7,12,23,Hopi Blue
2015,KUG,Full,42.5,8.6,33.9,12,23,Hopi Blue
2015,KUG,Full,61.2,9.3,51.9,12,23,Hopi Blue
2015,KUG,Full,15.3,2.1,13.2,12,23,Hopi Blue
2015,KUG,Full,24.7,4.2,20.5,14,23,Hopi Blue
2015,KUG,Full,45.1,12.1,33,10,23,Hopi Blue
2015,KUG,Full,17.9,2.8,15.1,8,23,Hopi Blue
2015,KUG,Partial,59.7,27.3,32.4,12,23,Hopi Blue
2015,KUG,Partial,24.6,4.4,20.2,8,23,Hopi Blue
2015,KUG,Immature,7,7,0,NA,24,Hopi Blue
2015,KUG,Full,50,7.5,42.5,12,26,Hopi Blue
2015,KUG,Partial,21.6,3.2,18.4,10,26,Hopi Blue
2015,KUG,Partial,13.5,2.2,11.3,10,26,Hopi Blue
2015,KUG,Partial,15,2.4,12.6,10,26,Hopi Blue
2015,KUG,Full,41.2,5.9,35.3,12,27,Hopi Blue
2015,KUG,Full,42.8,8.5,34.3,8,27,Hopi Blue
2015,KUG,Full,12.4,2.1,10.3,10,27,Hopi Blue
2015,KUG,Partial,21.9,3.8,18.1,12,27,Hopi Blue
2015,KUG,Partial,6.5,0.8,5.7,6,27,Hopi Blue
2015,KUG,Partial,7,1,6,8,32,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,,131.7,30,101.7,NA,0,Hopi Blue
2015,MCG,Full,135.4,34,101.4,14,0,Hopi Blue
2015,MCG,Full,115.1,40.8,74.3,14,0,Hopi Blue
2015,MCG,Full,99.2,26.9,72.3,14,0,Hopi Blue
2015,MCG,Full,111.7,26.6,85.1,12,0,Hopi Blue
2015,MCG,Full,96.9,29.6,67.3,14,0,Hopi Blue
2015,MCG,Full,32.3,9.1,23.2,12,1,Hopi Blue
2015,MCG,Full,162.1,34.9,127.2,12,1,Hopi Blue
2015,MCG,Full,150.2,42.3,107.9,14,1,Hopi Blue
2015,MCG,Full,18.6,9.6,9,12,1,Hopi Blue
2015,MCG,Full,22.7,9.9,12.8,12,1,Hopi Blue
2015,MCG,Full,106.9,27.2,79.7,1,1,Hopi Blue
2015,MCG,Full,204.7,28.4,176.3,14,2,Hopi Blue
2015,MCG,Full,234.8,53.8,181,14,2,Hopi Blue
2015,MCG,Full,104.9,28.4,76.5,12,2,Hopi Blue
2015,MCG,Full,109,25.9,83.1,14,2,Hopi Blue
2015,MCG,Full,128.8,30.5,98.3,12,2,Hopi Blue
2015,MCG,Full,103.5,25,78.5,12,2,Hopi Blue
2015,MCG,Full,79,20.8,58.2,12,2,Hopi Blue
2015,MCG,Full,42.3,15,27.3,12,2,Hopi Blue
2015,MCG,Full,98.6,14.7,83.9,12,2,Hopi Blue
2015,MCG,Full,51.1,18.5,32.6,12,2,Hopi Blue
2015,MCG,Partial,15.4,5.4,10,12,2,Hopi Blue
2015,MCG,Sparse,6.9,4.3,2.6,10,2,Hopi Blue
2015,MCG,Sparse,9.1,8.4,0.699999999999999,10,2,Hopi Blue
2015,MCG,Full,206.6,36.9,169.7,16,3,Hopi Blue
2015,MCG,Full,200.5,28.8,171.7,14,3,Hopi Blue
2015,MCG,Full,187.1,33.5,153.6,14,3,Hopi Blue
2015,MCG,Full,210.8,52.2,158.6,14,3,Hopi Blue
2015,MCG,Full,226.6,58.9,167.7,16,3,Hopi Blue
2015,MCG,Full,109.1,20.9,88.2,14,3,Hopi Blue
2015,MCG,Full,27.5,8.7,18.8,12,3,Hopi Blue
2015,MCG,Full,205.8,34.1,171.7,18,3,Hopi Blue
2015,MCG,Full,74.1,24.5,49.6,12,3,Hopi Blue
2015,MCG,Partial,50.6,16.7,33.9,12,3,Hopi Blue
2015,MCG,Full,160.8,33,127.8,12,4,Hopi Blue
2015,MCG,Full,160,32.8,127.2,14,4,Hopi Blue
2015,MCG,Full,164,30.4,133.6,12,4,Hopi Blue
2015,MCG,Full,122.5,27.8,94.7,14,4,Hopi Blue
2015,MCG,Full,148.2,31.8,116.4,14,4,Hopi Blue
2015,MCG,Full,137.6,30.1,107.5,16,4,Hopi Blue
2015,MCG,Full,75.2,18.9,56.3,14,4,Hopi Blue
2015,MCG,Full,72.2,18.3,53.9,12,4,Hopi Blue
2015,MCG,Full,45,12.5,32.5,16,4,Hopi Blue
2015,MCG,Full,63.3,12.2,51.1,18,4,Hopi Blue
2015,MCG,Full,32,10.6,21.4,12,4,Hopi Blue
2015,MCG,Partial,6,2,4,10,4,Hopi Blue
2015,MCG,Full,219.4,37.2,182.2,16,5,Hopi Blue
2015,MCG,Full,160.3,28.6,131.7,14,5,Hopi Blue
2015,MCG,Full,126.9,28.6,98.3,12,5,Hopi Blue
2015,MCG,Full,112.8,28.2,84.6,12,5,Hopi Blue
2015,MCG,Full,122.6,30.8,91.8,12,5,Hopi Blue
2015,MCG,Full,143.9,38.2,105.7,14,5,Hopi Blue
2015,MCG,Full,80,19.9,60.1,12,5,Hopi Blue
2015,MCG,Full,75.1,18.1,57,12,5,Hopi Blue
2015,MCG,Full,78.4,15.9,62.5,12,5,Hopi Blue
2015,MCG,Full,26.4,7.9,18.5,12,5,Hopi Blue
2015,MCG,Full,239.7,52,187.7,12,5,Hopi Blue
2015,MCG,Immature,10,10,0,NA,5,Hopi Blue
2015,MCG,Immature,5.5,5.5,0,NA,5,Hopi Blue
2015,MCG,Sparse,16.4,9.4,7,6,5,Hopi Blue
2015,MCG,Sparse,13.7,8.8,4.9,10,5,Hopi Blue
2015,MCG,Full,204.5,51.6,152.9,14,6,Hopi Blue
2015,MCG,Full,190.5,41.3,149.2,14,6,Hopi Blue
2015,MCG,Full,164.1,36,128.1,12,6,Hopi Blue
2015,MCG,Full,162.3,37.2,125.1,12,6,Hopi Blue
2015,MCG,Full,174.5,29.1,145.4,12,6,Hopi Blue
2015,MCG,Full,134.1,30,104.1,12,6,Hopi Blue
2015,MCG,Full,129,26.1,102.9,14,6,Hopi Blue
2015,MCG,Full,123.7,25.8,97.9,12,6,Hopi Blue
2015,MCG,Full,121.5,25.9,95.6,12,6,Hopi Blue
2015,MCG,Full,24.2,7,17.2,14,6,Hopi Blue
2015,MCG,Full,69.7,14.8,54.9,14,6,Hopi Blue
2015,MCG,Full,62.6,16.3,46.3,12,6,Hopi Blue
2015,MCG,Full,47.5,15.6,31.9,12,6,Hopi Blue
2015,MCG,Full,16.6,3.5,13.1,12,6,Hopi Blue
2015,MCG,Full,157.5,35.5,122,14,6,Hopi Blue
2015,MCG,Immature,2.3,0.6,1.7,10,6,Hopi Blue
2015,MCG,Partial,17.2,4.9,12.3,12,6,Hopi Blue
2015,MCG,Partial,11,4.7,6.3,12,6,Hopi Blue
2015,MCG,Full,257.5,51.1,206.4,16,7,Hopi Blue
2015,MCG,Full,216.8,49.1,167.7,10,7,Hopi Blue
2015,MCG,Full,198.3,44.7,153.6,14,7,Hopi Blue
2015,MCG,Full,155.6,30.7,124.9,14,7,Hopi Blue
2015,MCG,Full,125.2,26.3,98.9,12,7,Hopi Blue
2015,MCG,Full,167.5,31.6,135.9,10,7,Hopi Blue
2015,MCG,Immature,0.9,0.9,0,NA,7,Hopi Blue
2015,MCG,Immature,9.6,4.9,4.7,10,7,Hopi Blue
2015,MCG,Partial,51.4,30,21.4,NA,7,Hopi Blue
2015,MCG,Full,176.4,43.3,133.1,16,8,Hopi Blue
2015,MCG,Full,145,32.6,112.4,14,8,Hopi Blue
2015,MCG,Full,114.1,31.8,82.3,12,8,Hopi Blue
2015,MCG,Full,108.8,29.3,79.5,12,8,Hopi Blue
2015,MCG,Full,122.9,29.9,93,14,8,Hopi Blue
2015,MCG,Full,112.9,27,85.9,16,8,Hopi Blue
2015,MCG,Full,81.9,23.2,58.7,14,8,Hopi Blue
2015,MCG,Full,88.8,25.3,63.5,14,8,Hopi Blue
2015,MCG,Full,77.4,22.5,54.9,8,8,Hopi Blue
2015,MCG,Full,132.3,22.5,109.8,12,8,Hopi Blue
2015,MCG,Full,135.2,35,100.2,14,8,Hopi Blue
2015,MCG,Partial,66.8,31.2,35.6,1,8,Hopi Blue
2015,MCG,Full,273.5,61.1,212.4,16,9,Hopi Blue
2015,MCG,Full,235.8,57.8,178,12,9,Hopi Blue
2015,MCG,Full,196.8,46.7,150.1,12,9,Hopi Blue
2015,MCG,Full,176.2,49.9,126.3,16,9,Hopi Blue
2015,MCG,Full,96.8,25.9,70.9,14,9,Hopi Blue
2015,MCG,Full,94.4,23.5,70.9,18,9,Hopi Blue
2015,MCG,Full,93.1,23.4,69.7,12,9,Hopi Blue
2015,MCG,Full,55.6,12.1,43.5,12,9,Hopi Blue
2015,MCG,Full,48.6,16.9,31.7,10,9,Hopi Blue
2015,MCG,Full,51.9,16.3,35.6,12,9,Hopi Blue
2015,MCG,Immature,2.4,2.4,0,NA,9,Hopi Blue
2015,MCG,Immature,1.4,1.4,0,NA,9,Hopi Blue
2015,MCG,Full,209.6,47.4,162.2,16,10,Hopi Blue
2015,MCG,Full,194.6,40.1,154.5,14,10,Hopi Blue
2015,MCG,Full,105.9,17.5,88.4,12,10,Hopi Blue
2015,MCG,Full,147.2,39.1,108.1,10,10,Hopi Blue
2015,MCG,Full,108.5,28.7,79.8,14,10,Hopi Blue
2015,MCG,Full,214.9,44.9,170,16,10,Hopi Blue
2015,MCG,Full,105.1,23.9,81.2,12,10,Hopi Blue
2015,MCG,Full,53.9,16,37.9,16,10,Hopi Blue
2015,MCG,Full,110.7,24.7,86,16,11,Hopi Blue
2015,MCG,Full,144.7,30.3,114.4,16,11,Hopi Blue
2015,MCG,Full,198.9,40.6,158.3,14,11,Hopi Blue
2015,MCG,Full,137.6,36.2,101.4,12,11,Hopi Blue
2015,MCG,Full,96,21.4,74.6,14,11,Hopi Blue
2015,MCG,Full,44.2,10,34.2,12,11,Hopi Blue
2015,MCG,Full,98.8,29.8,69,12,11,Hopi Blue
2015,MCG,Full,131.9,31.44806460409,100.45193539591,16,11,Hopi Blue
2015,MCG,Sparse,6.6,2.2,4.4,10,11,Hopi Blue
2015,MCG,Full,225,48.7,176.3,14,12,Hopi Blue
2015,MCG,Full,187,44.1,142.9,14,12,Hopi Blue
2015,MCG,Full,183.5,41.4,142.1,14,12,Hopi Blue
2015,MCG,Full,157.5,32.7,124.8,12,12,Hopi Blue
2015,MCG,Full,183.4,35,148.4,20,12,Hopi Blue
2015,MCG,Full,120.5,35.5,85,16,12,Hopi Blue
2015,MCG,Full,41.5,10.2,31.3,12,12,Hopi Blue
2015,MCG,Immature,0.7,0.7,0,NA,12,Hopi Blue
2015,MCG,Full,140.6,31,109.6,14,13,Hopi Blue
2015,MCG,Full,113.3,23.4,89.9,14,13,Hopi Blue
2015,MCG,Full,111.8,28.9,82.9,16,13,Hopi Blue
2015,MCG,Full,125.9,21.5,104.4,14,13,Hopi Blue
2015,MCG,Full,142.5,30.8,111.7,12,13,Hopi Blue
2015,MCG,Full,123.2,32.8,90.4,12,13,Hopi Blue
2015,MCG,Full,102.2,25.5,76.7,12,13,Hopi Blue
2015,MCG,Full,76.2,19.8,56.4,14,13,Hopi Blue
2015,MCG,Full,125.6,33,92.6,12,13,Hopi Blue
2015,MCG,Full,92.1,20.9,71.2,14,13,Hopi Blue
2015,MCG,Full,97.3,23,74.3,10,13,Hopi Blue
2015,MCG,Full,42,9.8,32.2,12,13,Hopi Blue
2015,MCG,Full,11.7,2.3,9.4,12,13,Hopi Blue
2015,MCG,Immature,3.1,3.1,0,NA,13,Hopi Blue
2015,MCG,Immature,2.6,2.6,0,NA,13,Hopi Blue
2015,MCG,Partial,82.4,31.8,50.6,12,13,Hopi Blue
2015,MCG,Partial,59.8,16.4,43.4,10,13,Hopi Blue
2015,MCG,Partial,47.8,7.6,40.2,16,13,Hopi Blue
2015,MCG,Partial,15.7,5.1,10.6,10,13,Hopi Blue
2015,MCG,Partial,8.3,1.9,6.4,10,13,Hopi Blue
2015,MCG,Full,158.2,26.5,131.7,14,14,Hopi Blue
2015,MCG,Full,173.9,29.4,144.5,14,14,Hopi Blue
2015,MCG,Full,184.8,43.2,141.6,12,14,Hopi Blue
2015,MCG,Full,120.7,25.5,95.2,12,14,Hopi Blue
2015,MCG,Full,143.7,27.6,116.1,14,14,Hopi Blue
2015,MCG,Full,155.3,37.0271753829809,118.272824617019,14,14,Hopi Blue
2015,MCG,Full,137.2,34.9,102.3,14,14,Hopi Blue
2015,MCG,Full,175,30.5,144.5,14,14,Hopi Blue
2015,MCG,Immature,5.4,5.4,0,NA,14,Hopi Blue
2015,MCG,Immature,1.8,1.8,0,NA,14,Hopi Blue
2015,MCG,Immature,1.4,1.4,0,NA,14,Hopi Blue
2015,MCG,Sparse,8,4.3,3.7,12,14,Hopi Blue
2015,MCG,Sparse,14.6,9.6,5,12,14,Hopi Blue
2015,MCG,,211.8,57.2,154.6,14,15,Hopi Blue
2015,MCG,Full,109.3,31.1,78.2,12,15,Hopi Blue
2015,MCG,Full,207.8,55.7,152.1,14,15,Hopi Blue
2015,MCG,Full,209.7,45.2,164.5,16,15,Hopi Blue
2015,MCG,Full,158.9,35.8,123.1,14,15,Hopi Blue
2015,MCG,Full,160.6,32.8,127.8,14,15,Hopi Blue
2015,MCG,Full,163.9,48,115.9,14,15,Hopi Blue
2015,MCG,Full,123.9,25.9,98,16,15,Hopi Blue
2015,MCG,Full,170.2,41.4,128.8,16,15,Hopi Blue
2015,MCG,Full,87.6,27.9,59.7,12,15,Hopi Blue
2015,MCG,Full,95.1,32.6,62.5,12,15,Hopi Blue
2015,MCG,Full,174.2,27.5,146.7,14,16,Hopi Blue
2015,MCG,Full,132.8,32.3,100.5,18,16,Hopi Blue
2015,MCG,Full,163.6,26.5,137.1,12,16,Hopi Blue
2015,MCG,Full,84,20.2,63.8,12,16,Hopi Blue
2015,MCG,Full,140.9,21.1,119.8,12,16,Hopi Blue
2015,MCG,Full,116.2,30,86.2,14,16,Hopi Blue
2015,MCG,Partial,45.2,11.5,33.7,12,16,Hopi Blue
2015,MCG,Sparse,14.2,11.3,2.9,12,16,Hopi Blue
2015,MCG,Sparse,5.5,3.67186279813373,1.82813720186627,12,16,Hopi Blue
2015,MCG,Sparse,24.1,14.4,9.7,12,16,Hopi Blue
2015,MCG,Full,187.7,40.7,147,18,17,Hopi Blue
2015,MCG,Full,200.4,40.3,160.1,14,17,Hopi Blue
2015,MCG,Full,141.7,35.2,106.5,14,17,Hopi Blue
2015,MCG,Full,89.3,24.3,65,16,17,Hopi Blue
2015,MCG,Full,144.6,38,106.6,14,17,Hopi Blue
2015,MCG,Full,9.2,1.4,7.8,12,17,Hopi Blue
2015,MCG,Immature,1.3,1.3,0,NA,17,Hopi Blue
2015,MCG,Partial,4.7,3.3,1.4,12,17,Hopi Blue
2015,MCG,Partial,10.3,9,1.3,12,17,Hopi Blue
2015,MCG,Full,283.2,60,223.2,24,18,Hopi Blue
2015,MCG,Full,184.5,34.3,150.2,12,18,Hopi Blue
2015,MCG,Full,187.4,37.6,149.8,12,18,Hopi Blue
2015,MCG,Full,120.1,26.7,93.4,14,18,Hopi Blue
2015,MCG,Full,145.5,27.2,118.3,12,18,Hopi Blue
2015,MCG,Full,115.7,18.8,96.9,14,18,Hopi Blue
2015,MCG,Full,72.5,15.9,56.6,12,18,Hopi Blue
2015,MCG,Full,180.5,36.6,143.9,12,18,Hopi Blue
2015,MCG,Partial,46.7,18.3,28.4,12,18,Hopi Blue
2015,MCG,Full,244.9,46.2,198.7,14,19,Hopi Blue
2015,MCG,Full,188,49.3,138.7,14,19,Hopi Blue
2015,MCG,Full,197.8,30.5,167.3,14,19,Hopi Blue
2015,MCG,Full,151.7,38.7,113,16,19,Hopi Blue
2015,MCG,Full,126.9,22.9,104,14,19,Hopi Blue
2015,MCG,Full,162,43.8,118.2,14,19,Hopi Blue
2015,MCG,Full,84.7,21.2,63.5,12,19,Hopi Blue
2015,MCG,Full,111.4,20.9,90.5,14,19,Hopi Blue
2015,MCG,Full,123.5,34.5,89,16,19,Hopi Blue
2015,MCG,Full,84.2,28,56.2,10,19,Hopi Blue
2015,MCG,Full,138.5,17.2,121.3,14,19,Hopi Blue
2015,MCG,Immature,2.6,2.6,0,NA,19,Hopi Blue
2015,MCG,Sparse,5.2,4.9,0.3,12,19,Hopi Blue
2015,MCG,Full,91.9,18,73.9,16,20,Hopi Blue
2015,MCG,Full,132.7,40.1,92.6,12,20,Hopi Blue
2015,MCG,Full,103.8,35.7,68.1,14,20,Hopi Blue
2015,MCG,Full,144.3,49.9,94.4,10,20,Hopi Blue
2015,MCG,Full,55,11.8,43.2,14,20,Hopi Blue
2015,MCG,Partial,85,20.1,64.9,16,20,Hopi Blue
2015,MCG,Partial,85.7,24.7,61,10,20,Hopi Blue
2015,MCG,Partial,71.6,24.8,46.8,18,20,Hopi Blue
2015,MCG,Partial,87.9,30.6,57.3,12,20,Hopi Blue
2015,MCG,Partial,29.9,13.8,16.1,10,20,Hopi Blue
2015,MCG,Sparse,38.2,29.8,8.4,NA,20,Hopi Blue
2015,MCG,Full,147,41.3,105.7,14,21,Hopi Blue
2015,MCG,Full,178.6,41.1,137.5,12,21,Hopi Blue
2015,MCG,Full,153.9,28.3,125.6,14,21,Hopi Blue
2015,MCG,Partial,29.3,10.9,18.4,12,21,Hopi Blue
2015,MCG,Partial,42,24.7,17.3,14,21,Hopi Blue
2015,MCG,Partial,74.8,27.9,46.9,12,21,Hopi Blue
2015,MCG,Partial,35.5,17,18.5,14,21,Hopi Blue
2015,MCG,Sparse,24.4,24.3,0.0999999999999979,14,21,Hopi Blue
2015,MCG,Full,206,31.6,174.4,14,22,Hopi Blue
2015,MCG,Full,251.6,51.3,200.3,16,22,Hopi Blue
2015,MCG,Full,198.7,37.6,161.1,14,22,Hopi Blue
2015,MCG,Full,172.6,34,138.6,14,22,Hopi Blue
2015,MCG,Full,174.7,38.1,136.6,16,22,Hopi Blue
2015,MCG,Full,139.1,29.6,109.5,14,22,Hopi Blue
2015,MCG,Full,195.5,43.7,151.8,14,22,Hopi Blue
2015,MCG,Full,140.5,35.6,104.9,14,22,Hopi Blue
2015,MCG,Full,131.1,26.3,104.8,14,22,Hopi Blue
2015,MCG,Full,98.6,17.9,80.7,14,22,Hopi Blue
2015,MCG,Full,69.3,16.5227511528691,52.7772488471309,12,22,Hopi Blue
2015,MCG,Full,64.8,17,47.8,12,22,Hopi Blue
2015,MCG,Full,12.1,6.2,5.9,12,22,Hopi Blue
2015,MCG,Immature,4.3,4.3,0,10,22,Hopi Blue
2015,MCG,Sparse,25.6,20,5.6,14,22,Hopi Blue
2015,MCG,Sparse,12,5.2,6.8,12,22,Hopi Blue
2015,MCG,Full,239.4,53,186.4,16,23,Hopi Blue
2015,MCG,Full,242.8,56.3,186.5,16,23,Hopi Blue
2015,MCG,Full,250.3,51.7,198.6,16,23,Hopi Blue
2015,MCG,Full,126,28,98,12,23,Hopi Blue
2015,MCG,Full,126.7,29.3,97.4,16,23,Hopi Blue
2015,MCG,Full,184.9,40.2,144.7,14,23,Hopi Blue
2015,MCG,Full,104.7,29.8,74.9,12,23,Hopi Blue
2015,MCG,Full,121.2,29.2,92,12,23,Hopi Blue
2015,MCG,Full,75,19.8,55.2,12,23,Hopi Blue
2015,MCG,Full,89.5,24.2,65.3,12,23,Hopi Blue
2015,MCG,Full,192.4,32.5,159.9,14,24,Hopi Blue
2015,MCG,Full,124.1,34.3,89.8,12,24,Hopi Blue
2015,MCG,Full,117.7,21,96.7,16,24,Hopi Blue
2015,MCG,Full,146.1,22.6,123.5,14,24,Hopi Blue
2015,MCG,Full,176.6,39.9,136.7,14,24,Hopi Blue
2015,MCG,Full,86.2,20,66.2,12,24,Hopi Blue
2015,MCG,Full,97.2,21.6,75.6,14,24,Hopi Blue
2015,MCG,Full,78.3,18.5,59.8,12,24,Hopi Blue
2015,MCG,Full,106.2,24.1,82.1,14,24,Hopi Blue
2015,MCG,Full,70.8,19.7,51.1,12,24,Hopi Blue
2015,MCG,Full,68,12.5,55.5,16,24,Hopi Blue
2015,MCG,Full,83,29.6,53.4,14,24,Hopi Blue
2015,MCG,Full,86.8,20.4,66.4,14,24,Hopi Blue
2015,MCG,Immature,0.6,0.6,0,NA,24,Hopi Blue
2015,MCG,Partial,48.1,17.4,30.7,12,24,Hopi Blue
2015,MCG,Partial,31.7,14.6,17.1,12,24,Hopi Blue
2015,MCG,Sparse,9.3,3.7,5.6,6,24,Hopi Blue
2015,MCG,Full,167.5,48.4,119.1,14,25,Hopi Blue
2015,MCG,Full,171.1,55.1,116,14,25,Hopi Blue
2015,MCG,Full,107.7,32.2,75.5,14,25,Hopi Blue
2015,MCG,Full,81.4,24.5,56.9,12,25,Hopi Blue
2015,MCG,Partial,53.6,17.9,35.7,10,25,Hopi Blue
2015,PLC,Partial,4.4,0.8,3.6,8,2,Hopi Blue
2015,PLC,Immature,1.3,1.3,0,NA,4,Hopi Blue
2015,PLC,Full,15.9,2.7,13.2,12,5,Hopi Blue
2015,PLC,Sparse,9.3,2.1,7.2,8,6,Hopi Blue
2015,PLC,Sparse,4.6,2,2.6,10,6,Hopi Blue
2015,PLC,Sparse,6.2,1.4,4.8,8,7,Hopi Blue
2015,PLC,Full,32.3,5.8,26.5,12,11,Hopi Blue
2015,PLC,Full,11.3,1,10.3,6,11,Hopi Blue
2015,PLC,Immature,0.1,0.1,0,NA,11,Hopi Blue
2015,PLC,Immature,0.7,0.7,0,NA,12,Hopi Blue
2015,PLC,Immature,1.8,1.8,0,NA,12,Hopi Blue
2015,PLC,Partial,32.6,4,28.6,12,12,Hopi Blue
2015,PLC,Partial,14.3,2.5,11.8,12,12,Hopi Blue
2015,PLC,Sparse,1.1,1,0.1,NA,12,Hopi Blue
2015,PLC,Full,49.3,8.1,41.2,12,13,Hopi Blue
2015,PLC,Full,51.9,8.7,43.2,12,13,Hopi Blue
2015,PLC,Full,19.7,3.9,15.8,14,13,Hopi Blue
2015,PLC,Partial,10.5,3,7.5,10,13,Hopi Blue
2015,PLC,Partial,12.9,1.8,11.1,10,13,Hopi Blue
2015,PLC,Full,46.6,7.2,39.4,14,14,Hopi Blue
2015,PLC,Full,32,5.8,26.2,12,14,Hopi Blue
2015,PLC,Immature,2.7,2.7,0,NA,14,Hopi Blue
2015,PLC,Partial,22.8,3,19.8,10,14,Hopi Blue
2015,PLC,Full,93.7,16,77.7,12,15,Hopi Blue
2015,PLC,Full,41,8.3,32.7,14,15,Hopi Blue
2015,PLC,Full,26.3,0.8,25.5,12,15,Hopi Blue
2015,PLC,Partial,28.7,3.5,25.2,12,15,Hopi Blue
2015,PLC,Partial,33.8,7.6,26.2,12,15,Hopi Blue
2015,PLC,Partial,23,3.3,19.7,16,15,Hopi Blue
2015,PLC,Sparse,5.6,5.2,0.399999999999999,12,15,Hopi Blue
2015,PLC,Full,53.6,8.9,44.7,14,16,Hopi Blue
2015,PLC,Full,44.2,10.3,33.9,12,16,Hopi Blue
2015,PLC,Full,59.7,9.7,50,12,16,Hopi Blue
2015,PLC,Full,27.4,3.2,24.2,12,16,Hopi Blue
2015,PLC,Immature,4.2,4.2,0,NA,16,Hopi Blue
2015,PLC,Immature,0.4,0.4,0,NA,16,Hopi Blue
2015,PLC,Immature,0.4,0.4,0,NA,16,Hopi Blue
2015,PLC,Immature,1.5,1.5,0,NA,17,Hopi Blue
2015,PLC,Immature,0.3,0.3,0,NA,17,Hopi Blue
2015,PLC,Full,67,8.2,58.8,12,18,Hopi Blue
2015,PLC,Full,63.9,10.3,53.6,14,18,Hopi Blue
2015,PLC,Full,64.1,7.2,56.9,12,18,Hopi Blue
2015,PLC,Full,104.6,18,86.6,12,18,Hopi Blue
2015,PLC,Partial,39.9,7.8,32.1,12,18,Hopi Blue
2015,PLC,Full,88,19.4,68.6,12,19,Hopi Blue
